f1-score,precision,recall,support
0.8656716417910448,0.7631578947368421,1.0,29.0
0.0,0.0,0.0,9.0
0.7631578947368421,0.7631578947368421,0.7631578947368421,38.0
0.4328358208955224,0.3815789473684211,0.5,38.0
0.6606441476826395,0.582409972299169,0.7631578947368421,38.0
